Date,Dow_Jones,SP500,Nasdaq,WTI_Crude,VIX,USD_JPY,US_2y_yield,US_10y_yield,Gold_future,CME_Nikkei_future
2004-02-18,-0.4002811875315371,-0.44685295369454314,-0.18651317186930694,0.8248035175935531,1.2337697322342578,0.691218372616409,0.0994372230912699,0.02470176767828125,-0.8894260113055719,0.46685340802987696
2004-02-19,-0.06802635183844608,-0.4132492852418457,-1.4693210205825369,1.5514787735506408,1.3470175502988235,0.5360234566941013,-0.16555880973233572,0.0740987789011216,-0.6063546141202747,-0.32527881040892437
2004-02-20,-0.42851711486203703,-0.2571855954782487,-0.39247626443692507,-1.1111153496636272,1.5189919107293282,1.9081406942798917,1.9237096949056731,1.1352419371921219,-3.0014612394724582,0.60606060606061
2004-02-23,-0.08861596593747745,-0.2727006281855626,-1.4922020569014371,-3.511236105553961,1.5586034023102213,-0.5965983613502868,-1.7897841710543538,-1.1712996162845601,0.37735849056603765,0.6487488415199305
2004-02-24,-0.4076489028097763,-0.16652419655953654,-0.10361431541219268,0.6695876772945919,-2.394114641364631,-0.09234173656283984,-0.8946305969415258,-0.5185280072940501,1.3784461152882121,-1.8416206261510082
2004-02-25,0.33360557702462046,0.4020822114521705,0.8746230041773551,3.181024915774411,-6.100624758657414,0.7116490704054845,-0.6018016665068404,-0.3474792663406334,-2.150806478870504,0.7504690431519689
2004-02-26,-0.20261496368064735,0.10842202617262764,0.4740514445471966,-0.4764629545642607,-0.6697949057312247,0.46802067589000185,0.9081718788618742,0.7721080537976821,0.0,1.0707635009310934
2004-02-27,0.03572990114604213,0.0026121900996267655,-0.13529669692404767,1.8304746736210076,-1.8880629427624473,-0.2100870934244714,-1.8333355585734012,-1.5323785511905275,0.15159325973232995,2.07277752187931
2004-03-01,0.8902157920503972,0.9633718676394176,1.3784524381197372,1.9358428260324079,-0.7560179306499881,-0.31120946260011495,0.5432948314979757,0.2008066136261144,0.7315827298528532,2.7527075812274315
2004-03-02,-0.8115569054220062,-0.5943056732701124,-0.8820110789869329,-0.5425956582412184,2.908587870490753,1.1385527702455933,2.06011852165342,1.3527028913985495,-1.452538935707659,-0.04391743522178526
2004-03-03,0.015388621234868616,0.1679622097244815,-0.3083881542034095,-2.3458827439473473,-2.086133735562279,-0.036314947774140904,0.4963555961738475,0.34601925238864073,-0.2795441177930402,-0.35149384885764245
2004-03-04,-0.04824221963991571,0.33361126317947853,1.0696641139297247,2.346369191310793,-1.0309317542147478,1.0353277480058987,-1.1853807722202903,-0.7635501912809706,0.1274210009625687,1.3668430335096904
2004-03-05,0.07130529549961295,0.17231292204220594,-0.3639757554618983,1.692136851017323,0.5555550404536813,0.6741573033707926,-7.264243266085169,-4.914363995183124,2.1379470671861522,1.174423662461943
